county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time,CV (%),class_desc,year,region_desc,zip_5,county_name,state_name,group_desc,watershed_code,begin_code,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,asd_code,domaincat_desc,reference_period_desc,week_ending,Value,county_code,state_ansi,statisticcat_desc,country_code,source_desc,end_code,prodn_practice_desc,location_desc,sector_desc,unit_desc,agg_level_desc,congr_district_code
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,,"19,378,369",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"72,399,844",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,,"1,706,142",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,,"1,102,101",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,,"2,094",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,,"771,100",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,,"7,916",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,,"358,859",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,,"41,552",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,,"1,210,979",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,,"206,000",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,,"39,182",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,,"175,804",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,,"1,544,605",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"5,460,192",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"2,313,287",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, ENTIRE CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"63,322,298",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, NONE OF CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2002,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"3,146,905",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, PART OF CROP, IRRIGATED PORTION",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,,"14,793,458",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,,"10,183,238",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,,"168,726",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,,"11,281,858",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,,"358,638",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,,"2,702,212",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,,"1,410,843",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,,"15,444,692",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,,"1,418,465",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,,"489,543",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,,"3,627,583",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,,"16,830,023",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"63,915,821",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,,"1,977,061",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,,"1,228,641",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,,"1,803",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,,"643,553",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,,"6,286",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,,"405,123",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,,"35,981",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,,"1,061,985",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",YEAR,,"295,305",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (5,000 OR MORE ACRES)",YEAR,,"47,992",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (50.0 TO 99.9 ACRES),YEAR,,"142,035",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (500 TO 999 ACRES),YEAR,,"1,368,371",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"5,237,075",,,AREA HARVESTED,9000,CENSUS,00,IRRIGATED,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"2,175,069",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, ENTIRE CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, NONE OF CROP - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"55,282,030",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, NONE OF CROP",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2007,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,TOTAL,,NOT SPECIFIED,YEAR,,"3,062,006",,,AREA HARVESTED,9000,CENSUS,00,"IRRIGATED, PART OF CROP, IRRIGATED PORTION",US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2008,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT),YEAR,,"98,199",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2008,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,"98,113",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2012-01-01 00:00:00.000,,ALL CLASSES,2008,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA EXEMPT),YEAR,,86,,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,"SOYBEANS, ORGANIC - ACRES HARVESTED",2012-12-31 00:00:00.000,,ALL CLASSES,2011,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,ORGANIC STATUS,,ORGANIC STATUS: (NOP USDA CERTIFIED),YEAR,,"96,080",,,AREA HARVESTED,9000,CENSUS,00,ORGANIC,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,1.9,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 OR MORE ACRES)",YEAR,,"22,600,166",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,5.1,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",YEAR,,"14,688,625",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,3.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (1.0 TO 14.9 ACRES),YEAR,,"200,876",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,5.6,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (100 TO 249 ACRES),YEAR,,"11,543,967",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,2.7,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (15.0 TO 24.9 ACRES),YEAR,,"392,890",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,3.3,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",YEAR,,"4,146,723",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,1.9,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (25.0 TO 49.9 ACRES),YEAR,,"1,495,194",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
,,ALL UTILIZATION PRACTICES,ANNUAL,SOYBEANS,SOYBEANS - ACRES HARVESTED,2012-12-31 00:00:00.000,1.0,ALL CLASSES,2012,,,,US TOTAL,FIELD CROPS,00000000,00,99,,UNITED STATES,US,AREA HARVESTED,,AREA HARVESTED: (250 TO 499 ACRES),YEAR,,"16,446,008",,,AREA HARVESTED,9000,CENSUS,00,ALL PRODUCTION PRACTICES,US TOTAL,CROPS,ACRES,NATIONAL,
