country_name,source_desc,statisticcat_desc,sector_desc,short_desc,begin_code,Value,year,util_practice_desc,zip_5,state_fips_code,reference_period_desc,state_alpha,domain_desc,asd_desc,unit_desc,state_name,state_ansi,watershed_desc,county_name,county_ansi,domaincat_desc,class_desc,congr_district_code,county_code,CV (%),prodn_practice_desc,region_desc,country_code,week_ending,asd_code,freq_desc,load_time,end_code,location_desc,agg_level_desc,group_desc,watershed_code,commodity_desc
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,85.1,1983,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,106.7,1984,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,107.9,1984,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,105.9,1984,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,105.5,1984,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,106.3,1984,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,118,1985,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,110.6,1985,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,116.6,1985,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,115.1,1985,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.3,1985,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.4,1986,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,120.4,1986,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.3,1986,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.2,1986,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.7,1986,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.8,1987,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,121.4,1987,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,120.3,1987,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.3,1987,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119.9,1987,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,84.6,1988,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,78.5,1988,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,82.3,1988,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,80.2,1988,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,78.5,1988,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,116.3,1989,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,112.8,1989,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,116.6,1989,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,114.4,1989,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,112.4,1989,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,118.5,1990,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,117.7,1990,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,119,1990,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,120.3,1990,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,121.7,1990,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,108.6,1991,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,107.8,1991,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,108.9,1991,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,108.8,1991,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,106.1,1991,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,131.5,1992,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,121.3,1992,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,129.3,1992,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,123.8,1992,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,121.4,1992,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,100.7,1993,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,116,1993,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,103.1,1993,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,110.3,1993,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.1,1993,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,138.6,1994,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,128.4,1994,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,138.4,1994,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,133.8,1994,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,129,1994,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.5,1995,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,125.6,1995,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,113.7,1995,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,116.6,1995,GRAIN,,99,YEAR - OCT FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,121.1,1995,GRAIN,,99,YEAR - SEP FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,127.1,1996,GRAIN,,99,YEAR,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,118.7,1996,GRAIN,,99,YEAR - AUG FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
UNITED STATES,SURVEY,YIELD,CROPS,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",00,126.5,1996,GRAIN,,99,YEAR - NOV FORECAST,US,TOTAL,,BU / ACRE,US TOTAL,,,,,NOT SPECIFIED,ALL CLASSES,,,,ALL PRODUCTION PRACTICES,,9000,,,ANNUAL,2012-01-01 00:00:00.000,00,US TOTAL,NATIONAL,FIELD CROPS,00000000,CORN
