prodn_practice_desc,end_code,sector_desc,location_desc,unit_desc,congr_district_code,agg_level_desc,week_ending,Value,county_code,state_ansi,country_code,statisticcat_desc,source_desc,asd_code,domaincat_desc,reference_period_desc,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,county_name,state_name,watershed_code,group_desc,begin_code,class_desc,year,region_desc,zip_5,CV (%),county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"38,405,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2019-06-28 12:03:02.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,625,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,125,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2019-08-12 12:01:08.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,125,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2019-07-11 12:01:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,125,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2019-06-28 12:03:02.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,177,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,356,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2019-08-12 12:01:08.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,356,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2019-07-11 12:01:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,356,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2019-06-28 12:03:02.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,592,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,924,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2019-08-12 12:01:08.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,924,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2019-07-11 12:01:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,924,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2019-06-28 12:03:02.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,214,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2019-06-11 12:01:17.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,214,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - MAY FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2019,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2019-05-10 12:01:35.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"36,609,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"36,678,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2020-08-12 12:04:12.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"36,678,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2020-07-10 12:03:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"36,678,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2020-06-30 12:02:25.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,095,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,795,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2020-08-12 12:04:12.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,795,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2020-07-10 12:03:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,795,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2020-06-30 12:02:25.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,665,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,444,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2020-08-12 12:04:12.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,444,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2020-07-10 12:03:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,444,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2020-06-30 12:02:25.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"22,849,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"23,439,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2020-08-12 12:04:12.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"23,439,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2020-07-10 12:03:03.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"23,439,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2020-06-30 12:02:25.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,275,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2020-06-11 12:05:04.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,275,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - MAY FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2020,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2020-05-12 12:02:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"37,145,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"38,102,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2021-08-12 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"38,102,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2021-07-12 12:00:27.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"38,102,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2021-06-30 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"10,155,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,215,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2021-08-12 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,215,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2021-07-12 12:00:27.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,215,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2021-06-30 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,526,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,444,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2021-08-12 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,444,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2021-07-12 12:00:27.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,444,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2021-06-30 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,464,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,443,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2021-08-12 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,443,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2021-07-12 12:00:27.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"25,443,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2021-06-30 12:01:34.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,612,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2021-06-10 12:01:10.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"24,612,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - MAY FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,2021,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2021-05-12 12:01:31.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"35,485,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"37,527,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2022-08-12 12:00:52.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"37,622,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2022-07-12 12:00:38.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"37,622,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2022-06-30 12:00:49.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"10,450,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2024-01-09 15:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"10,705,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - AUG FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2022-08-12 12:00:52.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"10,705,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUL FORECAST,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2022-07-12 12:00:38.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"10,705,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR - JUN ACREAGE,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2022-06-30 12:00:49.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"1,581,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",2022,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2024-01-09 15:00:00.000
