freq_desc,util_practice_desc,country_code,country_name,year,county_ansi,domaincat_desc,statisticcat_desc,sector_desc,state_alpha,asd_desc,commodity_desc,asd_code,short_desc,domain_desc,load_time,region_desc,end_code,county_name,state_name,congr_district_code,group_desc,CV (%),source_desc,class_desc,week_ending,watershed_code,unit_desc,reference_period_desc,county_code,zip_5,prodn_practice_desc,agg_level_desc,state_fips_code,watershed_desc,state_ansi,begin_code,Value,location_desc
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1975,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1976,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1976,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,27.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1976,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,25.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1976,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,25.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1976,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,25.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1977,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1977,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,27.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1977,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1977,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1977,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1978,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,29.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1978,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,27.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1978,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1978,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1978,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1979,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1979,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1979,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1979,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1979,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1980,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1980,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,27.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1980,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1980,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1980,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,27,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1981,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1981,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1981,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1981,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1981,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1982,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1982,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1982,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1982,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.4,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1982,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.6,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1983,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,26.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1983,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,29.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1983,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,25,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1983,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,24.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1983,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,24.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1984,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1984,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1984,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,28.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1984,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,29.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1984,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,30.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1985,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1985,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,31.5,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1985,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1985,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1985,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.2,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1986,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1986,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,32.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1986,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.8,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1986,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.3,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1986,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - SEP FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1987,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,33.9,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1987,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - AUG FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.7,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1987,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - NOV FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.1,US TOTAL
ANNUAL,ALL UTILIZATION PRACTICES,9000,UNITED STATES,1987,,NOT SPECIFIED,YIELD,CROPS,US,,SOYBEANS,,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,2012-01-01 00:00:00.000,,00,,US TOTAL,,FIELD CROPS,,SURVEY,ALL CLASSES,,00000000,BU / ACRE,YEAR - OCT FORECAST,,,ALL PRODUCTION PRACTICES,NATIONAL,99,,,00,34.2,US TOTAL
