group_desc,watershed_code,begin_code,state_name,county_name,zip_5,year,region_desc,class_desc,CV (%),short_desc,load_time,commodity_desc,asd_desc,util_practice_desc,freq_desc,county_ansi,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,prodn_practice_desc,end_code,source_desc,state_ansi,county_code,country_code,statisticcat_desc,week_ending,Value,reference_period_desc,domaincat_desc,asd_code,domain_desc,country_name,state_alpha,state_fips_code,watershed_desc
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2022-11-09 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"80,844,000",YEAR - NOV FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2022-10-12 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"80,844,000",YEAR - OCT FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2022-09-12 12:03:33.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"80,844,000",YEAR - SEP FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2022,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2024-01-09 15:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"6,851,000",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2024-09-30 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"86,506,000",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2023-08-11 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"86,322,000",YEAR - AUG FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2023-06-30 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"86,322,000",YEAR - JUN ACREAGE,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2023-11-09 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"87,096,000",YEAR - NOV FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2023-10-12 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"87,096,000",YEAR - OCT FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2023-09-12 12:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"87,096,000",YEAR - SEP FORECAST,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2023,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2024-09-30 12:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,SURVEY,,,9000,AREA HARVESTED,,"6,461,000",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"9,713,191",YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"7,304,070",YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"527,998",YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"16,284,005",YEAR,AREA HARVESTED: (100 TO 249 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"746,730",YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,472,237",YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,352,026",YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"19,130,322",YEAR,AREA HARVESTED: (250 TO 499 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"685,792",YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"251,092",YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"5,532,051",YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"16,802,131",YEAR,AREA HARVESTED: (500 TO 999 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"71,088,454",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"201,889",YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"275,045",YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,544,294",YEAR,AREA HARVESTED: (100 TO 249 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"462,080",YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,040,150",YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"645,707",YEAR,AREA HARVESTED: (250 TO 499 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,263,510",YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"338,991",YEAR,AREA HARVESTED: (500 TO 999 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"5,771,666",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"2,801,440",YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,937,925",YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"11,647",YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,583,338",YEAR,AREA HARVESTED: (100 TO 249 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"22,201",YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"506,195",YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"94,646",YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"2,638,567",YEAR,AREA HARVESTED: (250 TO 499 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"245,414",YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"111,906",YEAR,"AREA HARVESTED: (5,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"350,606",YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"3,313,761",YEAR,AREA HARVESTED: (500 TO 999 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, GRAIN, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"10,816,206",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"110,317",YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"11,479",YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"329,970",YEAR,AREA HARVESTED: (100 TO 249 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"25,998",YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"78,872",YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"200,997",YEAR,AREA HARVESTED: (250 TO 499 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"153,641",YEAR,AREA HARVESTED: (50.0 TO 99.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"132,699",YEAR,AREA HARVESTED: (500 TO 999 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,1997,,ALL CLASSES,,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,SILAGE,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,IRRIGATED,00,CENSUS,,,9000,AREA HARVESTED,,"1,043,973",YEAR,NOT SPECIFIED,,TOTAL,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"13,483,258",YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"9,622,218",YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"343,504",YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"13,012,959",YEAR,AREA HARVESTED: (100 TO 249 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"504,470",YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"2,233,269",YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"1,702,631",YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
FIELD CROPS,00000000,00,US TOTAL,,,2002,,ALL CLASSES,,"CORN, GRAIN - ACRES HARVESTED",2012-01-01 00:00:00.000,CORN,,GRAIN,ANNUAL,,ACRES,,NATIONAL,US TOTAL,CROPS,ALL PRODUCTION PRACTICES,00,CENSUS,,,9000,AREA HARVESTED,,"16,826,251",YEAR,AREA HARVESTED: (250 TO 499 ACRES),,AREA HARVESTED,UNITED STATES,US,99,
