Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Value
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2022","2022","3050","FAO TIER 1","801749.5071"
"GT","Emissions totals","356","India","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2023","2023","3050","FAO TIER 1","808705.2683"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1961","1961","3050","FAO TIER 1","10989.6094"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1962","1962","3050","FAO TIER 1","11640.0974"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1963","1963","3050","FAO TIER 1","11977.5721"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1964","1964","3050","FAO TIER 1","12591.6769"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1965","1965","3050","FAO TIER 1","13216.8417"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1966","1966","3050","FAO TIER 1","13333.9089"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1967","1967","3050","FAO TIER 1","14252.8197"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1968","1968","3050","FAO TIER 1","14822.6992"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1969","1969","3050","FAO TIER 1","15839.1161"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1970","1970","3050","FAO TIER 1","16329.3162"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1971","1971","3050","FAO TIER 1","17031.3157"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1972","1972","3050","FAO TIER 1","17309.4228"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1973","1973","3050","FAO TIER 1","18757.0723"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1974","1974","3050","FAO TIER 1","19074.5489"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1975","1975","3050","FAO TIER 1","19685.3998"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1976","1976","3050","FAO TIER 1","20394.2159"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1977","1977","3050","FAO TIER 1","21232.1062"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1978","1978","3050","FAO TIER 1","22161.006"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1979","1979","3050","FAO TIER 1","23409.8181"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1980","1980","3050","FAO TIER 1","24827.6709"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1981","1981","3050","FAO TIER 1","25454.5151"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1982","1982","3050","FAO TIER 1","26205.2865"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1983","1983","3050","FAO TIER 1","27119.6189"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1984","1984","3050","FAO TIER 1","27983.5078"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1985","1985","3050","FAO TIER 1","28872.1035"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1986","1986","3050","FAO TIER 1","30396.2775"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1987","1987","3050","FAO TIER 1","31456.2378"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1988","1988","3050","FAO TIER 1","33572.5564"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1989","1989","3050","FAO TIER 1","36800.374"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1990","1990","3050","FAO TIER 1","39427.6757"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1991","1991","3050","FAO TIER 1","41243.7087"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1992","1992","3050","FAO TIER 1","41777.2345"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1993","1993","3050","FAO TIER 1","42861.1178"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1994","1994","3050","FAO TIER 1","44177.6802"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1995","1995","3050","FAO TIER 1","45097.3059"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1996","1996","3050","FAO TIER 1","47178.4509"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1997","1997","3050","FAO TIER 1","49325.0451"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1998","1998","3050","FAO TIER 1","52175.913"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1999","1999","3050","FAO TIER 1","53034.0975"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2000","2000","3050","FAO TIER 1","53772.0786"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2001","2001","3050","FAO TIER 1","53099.8959"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2002","2002","3050","FAO TIER 1","53741.0242"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2003","2003","3050","FAO TIER 1","55464.0512"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2004","2004","3050","FAO TIER 1","56533.4953"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2005","2005","3050","FAO TIER 1","60083.8905"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2006","2006","3050","FAO TIER 1","60431.5756"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2007","2007","3050","FAO TIER 1","59476.1864"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2008","2008","3050","FAO TIER 1","59698.2416"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2009","2009","3050","FAO TIER 1","57588.3283"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2010","2010","3050","FAO TIER 1","62057.5712"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2011","2011","3050","FAO TIER 1","66298.0977"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2012","2012","3050","FAO TIER 1","69437.806"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2013","2013","3050","FAO TIER 1","70972.7724"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2014","2014","3050","FAO TIER 1","72355.2136"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2015","2015","3050","FAO TIER 1","74427.5917"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2016","2016","3050","FAO TIER 1","78132.2073"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2017","2017","3050","FAO TIER 1","78743.963"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2018","2018","3050","FAO TIER 1","80304.8303"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2019","2019","3050","FAO TIER 1","81967.8543"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2020","2020","3050","FAO TIER 1","84624.228"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2021","2021","3050","FAO TIER 1","85144.0301"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2022","2022","3050","FAO TIER 1","85433.7906"
"GT","Emissions totals","566","Nigeria","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2023","2023","3050","FAO TIER 1","84861.77"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1961","1961","3050","FAO TIER 1","330663.0404"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1962","1962","3050","FAO TIER 1","338965.1949"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1963","1963","3050","FAO TIER 1","347781.3151"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1964","1964","3050","FAO TIER 1","352753.8189"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1965","1965","3050","FAO TIER 1","354620.1287"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1966","1966","3050","FAO TIER 1","353710.9182"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1967","1967","3050","FAO TIER 1","359298.6791"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1968","1968","3050","FAO TIER 1","361571.7133"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1969","1969","3050","FAO TIER 1","362636.0476"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1970","1970","3050","FAO TIER 1","366011.7564"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1971","1971","3050","FAO TIER 1","377323.5284"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1972","1972","3050","FAO TIER 1","381249.8431"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1973","1973","3050","FAO TIER 1","392061.7596"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1974","1974","3050","FAO TIER 1","403631.6505"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1975","1975","3050","FAO TIER 1","417571.3251"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1976","1976","3050","FAO TIER 1","409635.7525"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1977","1977","3050","FAO TIER 1","399325.7225"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1978","1978","3050","FAO TIER 1","391567.683"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1979","1979","3050","FAO TIER 1","387506.1499"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1980","1980","3050","FAO TIER 1","394621.0796"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1981","1981","3050","FAO TIER 1","403079.1003"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1982","1982","3050","FAO TIER 1","393650.7154"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1983","1983","3050","FAO TIER 1","382926.5208"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1984","1984","3050","FAO TIER 1","392448.3067"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1985","1985","3050","FAO TIER 1","382025.4303"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1986","1986","3050","FAO TIER 1","367450.6828"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1987","1987","3050","FAO TIER 1","358203.1596"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1988","1988","3050","FAO TIER 1","353800.434"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1989","1989","3050","FAO TIER 1","353427.4254"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1990","1990","3050","FAO TIER 1","362298.4015"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1991","1991","3050","FAO TIER 1","359146.6066"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1992","1992","3050","FAO TIER 1","366386.3523"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1993","1993","3050","FAO TIER 1","367478.1352"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1994","1994","3050","FAO TIER 1","377374.8019"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1995","1995","3050","FAO TIER 1","375947.7861"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1996","1996","3050","FAO TIER 1","379732.5467"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1997","1997","3050","FAO TIER 1","378302.7263"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1998","1998","3050","FAO TIER 1","376570.7746"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","1999","1999","3050","FAO TIER 1","374172.5711"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2000","2000","3050","FAO TIER 1","368322.8047"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2001","2001","3050","FAO TIER 1","366237.1742"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2002","2002","3050","FAO TIER 1","365666.5587"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2003","2003","3050","FAO TIER 1","371343.7165"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2004","2004","3050","FAO TIER 1","370923.0527"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2005","2005","3050","FAO TIER 1","370178.1801"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2006","2006","3050","FAO TIER 1","375630.5294"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2007","2007","3050","FAO TIER 1","375956.9268"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2008","2008","3050","FAO TIER 1","372214.7275"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2009","2009","3050","FAO TIER 1","372732.7053"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2010","2010","3050","FAO TIER 1","374848.8111"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2011","2011","3050","FAO TIER 1","372561.547"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2012","2012","3050","FAO TIER 1","368082.1929"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2013","2013","3050","FAO TIER 1","365662.7324"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2014","2014","3050","FAO TIER 1","365125.4374"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2015","2015","3050","FAO TIER 1","365709.5351"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2016","2016","3050","FAO TIER 1","376308.0306"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2017","2017","3050","FAO TIER 1","375179.715"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2018","2018","3050","FAO TIER 1","381178.8628"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2019","2019","3050","FAO TIER 1","377997.6877"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2020","2020","3050","FAO TIER 1","380837.9695"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2021","2021","3050","FAO TIER 1","376828.7637"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2022","2022","3050","FAO TIER 1","368027.707"
"GT","Emissions totals","840","United States of America","723113","Emissions (CO2eq) (AR5)","1711","IPCC Agriculture","2023","2023","3050","FAO TIER 1","366831.4708"
