domain_desc,country_name,state_alpha,state_fips_code,watershed_desc,reference_period_desc,domaincat_desc,asd_code,source_desc,state_ansi,county_code,statisticcat_desc,country_code,week_ending,Value,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,end_code,prodn_practice_desc,short_desc,load_time,commodity_desc,util_practice_desc,asd_desc,freq_desc,county_ansi,CV (%),zip_5,year,region_desc,class_desc,watershed_code,group_desc,begin_code,state_name,county_name
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,928,070,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-02-06 15:00:06.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,815,679,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2014-08-12 12:00:16.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,958,272,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2014-11-10 12:04:43.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,926,812,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2014-10-10 12:10:23.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,913,079,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2014-09-11 12:00:26.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2014,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,926,779,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-02-06 15:00:06.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2015,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,916,448,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2015-08-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2015,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,981,337,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2015-11-10 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2015,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,887,721,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2015-10-09 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2015,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,935,277,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2015-09-11 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2015,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,296,496,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-02-06 15:00:06.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2016,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,060,188,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2016-08-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2016,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,361,023,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2016-11-09 13:11:41.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2016,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,268,884,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2016-10-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2016,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,200,985,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2016-09-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2016,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,411,633,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-02-06 15:00:06.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,381,053,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2017-08-10 12:08:28.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,425,279,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2017-11-09 12:02:08.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,430,621,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2017-10-12 12:04:13.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,431,043,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2017-09-12 12:01:44.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,428,150,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-01-09 15:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2018,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,585,916,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-08-10 12:01:40.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2018,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,599,530,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-11-08 12:01:20.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2018,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,689,628,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-10-11 12:02:09.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2018,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,693,135,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-09-12 12:02:09.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2018,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,551,070,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-01-09 15:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2019,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,680,217,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-08-12 12:01:08.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2019,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,549,977,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-11-08 12:00:46.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2019,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,550,281,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-10-10 12:03:54.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2019,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"3,632,651,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2019-09-12 12:01:19.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2019,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,216,302,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-01-09 15:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2020,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,424,800,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2020-08-12 12:04:12.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2020,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,170,262,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2020-11-10 12:02:34.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2020,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,267,890,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2020-10-09 12:01:33.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2020,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,312,819,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2020-09-11 12:03:32.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2020,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,464,492,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-01-09 15:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2021,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,338,853,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2021-08-12 12:01:34.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2021,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,424,942,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2021-11-09 12:02:06.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2021,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,448,043,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2021-10-12 12:01:38.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2021,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,373,927,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2021-09-10 12:08:17.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2021,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,270,381,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-01-09 15:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,530,561,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2022-08-12 12:00:52.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,345,524,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2022-11-09 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,312,949,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2022-10-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,378,194,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2022-09-12 12:03:33.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,162,057,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-09-30 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2023,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - AUG FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,205,450,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2023-08-11 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2023,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - NOV FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,129,449,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2023-11-09 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2023,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - OCT FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,104,379,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2023-10-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2023,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR - SEP FORECAST,NOT SPECIFIED,,SURVEY,,,PRODUCTION,9000,,"4,146,036,000",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2023-09-12 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,2023,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"390,429,205",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"277,276,024",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"8,758,783",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (100 TO 249 ACRES),,CENSUS,,,PRODUCTION,9000,,"571,155,358",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"19,589,256",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"66,732,807",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (25.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"74,886,193",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (250 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"695,500,268",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"33,488,994",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2012-01-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,,,1997,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
